text,start,end,rms,pitch,volume_v2_raw,pitch_v2_raw,volume_v2_enhanced,pitch_v2_enhanced,volume__reproduced,pitch__reproduced
shall,111.39297124600634,111.98801916932892,0.0427728630602359,19.635440826416016,0.12598804,116.1684135057478,0.1077802,751.0427366768007,0.12598804,14.012100219726562
not,112.0670926517572,112.75383386581468,0.0564929619431495,1.258201003074646,0.06386532,247.94347852570635,0.011501792,651.7211988272061,0.06386532,27.66373634338379
pass,113.05750798722045,113.9891373801916,0.0378326140344142,12.355941772460938,0.061350737,800.6198610378586,0.031210791,946.4595437165043,0.061350737,66.15339660644531
No,141.75718849840257,142.2246006389775,0.0167241226881742,25.930816650390625,0.0023722663,1709.4594688034963,0.0037451996,797.3746284322127,0.0023722663,33.91032028198242
No,142.42492012779553,143.09041533546335,0.0249208491295576,5.037735462188721,0.0022183885,1543.5898374739938,0.005362107,836.5699588009229,0.0022183885,34.046104431152344
Gandalf,143.62300319488818,145.10399361022357,0.0199221950024366,24.46769523620605,0.024650522,1156.3470391720323,0.0045965463,1008.1177578181291,0.024650522,0.0
Fly,153.2747603833866,153.65159744408942,0.006593681871891,39.1154899597168,0.032442942,276.7064447412982,0.0021132017,697.7669411852802,0.032442942,27.551834106445312
you,153.65159744408942,153.79840255591054,0.0052453088574111,39.132999420166016,0.030908782,337.6828039814458,0.04322437,207.88426634336162,0.030908782,42.58842086791992
fools,153.8782747603833,154.42539936102207,0.0060781887732446,33.52101135253906,0.06650334,106.37611769505818,0.05977759,196.36795762382158,0.06650334,9.216666221618652
No,155.42811501597444,158.31086261980795,0.0113897956907749,11.85500431060791,0.040078722,642.485705437609,0.009485734,228.87832110716155,0.040078722,67.33672332763672
Gandalf,159.52396166134184,161.11038338658147,0.021364877000451,56.42697525024414,0.04321869,410.80577292693755,0.0049218694,515.8902692151562,0.04321869,47.308746337890625
What,233.06,233.17846645367416,0.0094660427421331,25.933666229248047,0.0027749743,286.3243129448872,0.065919295,286.44730311313407,0.0027749743,60.10538864135742
is,233.185856230032,233.26651757188503,0.0075215469114482,31.773935317993164,0.0023554333,318.5603905644212,0.07198909,267.0158119874127,0.0023554333,43.85585021972656
it,233.2739073482429,233.37083067092647,0.0064581437036395,31.619808197021484,0.0025243415,367.46325402427664,0.034414746,284.3268351413346,0.0025243415,37.639713287353516
Mister,233.391,233.54041533546328,0.0051051676273345,41.17544937133789,0.0028941622,405.4410956031108,0.04118718,284.60314737909295,0.0028941622,44.786441802978516
Frodo,233.551,233.9322683706069,0.0026703500188887,51.91683197021485,0.0025848188,339.43780334328494,0.012429138,319.1427424210135,0.0025848188,47.89085388183594
Nothing,237.19,237.54,0.0018239519558846,55.15373611450195,0.0039208056,371.1146275023032,0.08025777,260.0887252396386,0.0039208056,48.972450256347656
Just,246.23,246.48166134185308,0.0050087631680071,23.955787658691406,0.0032626458,129.28621410101198,0.029542664,439.34756075117184,0.0032626458,8.491157531738281
a,246.4922460063898,246.565143769968,0.0041472148150205,26.364818572998047,0.0026256184,148.33180645571147,0.07970983,193.68422447331452,0.0026256184,28.049856185913086
dream,246.56872204472864,247.05306709265167,0.0037248185835778,25.980863571166992,0.0038887882,134.95577139818025,0.088797994,185.1933165780411,0.0038887882,15.198698997497559
Can,261.6,261.75,0.0089672990143299,34.78754425048828,0.036519192,580.025503705657,0.0372341,462.023342057031,0.036519192,54.93684768676758
you,261.751,261.85,0.0109091587364673,31.41570472717285,0.016236672,419.1277042511179,0.04051083,744.0449652420558,0.016236672,35.291534423828125
see,261.851,262.05,0.014634009450674,27.92991065979004,0.008153215,605.1714524633408,0.09470055,420.5315095576282,0.008153215,64.82694244384766
the,262.051,262.13,0.0174875184893608,33.77146530151367,0.0061424254,504.7414681178318,0.062437624,582.9834645379236,0.0061424254,50.976783752441406
bottom,262.1693290734824,262.6226837060709,0.0167438331991434,33.255577087402344,0.005940899,923.8029661964189,0.12259937,781.4230286784583,0.005940899,48.6254768371582
No,263.59424920127793,263.9434504792334,0.0080810124054551,13.56975269317627,0.0022820046,126.38119263691682,0.044446483,770.2150935797214,0.0022820046,20.207813262939453
Do,265.01277955271564,265.18929712460044,0.0116585111245512,29.21299743652344,0.0142776985,1108.9198290228687,0.029692566,800.4086375703816,0.0142776985,9.294219970703125
look,265.19929712460026,265.3748562300318,0.0169939175248146,23.27094841003418,0.0083361585,781.7157100863028,0.061678093,982.512610925858,0.0083361585,31.607694625854492
down,265.411,265.6952715654949,0.0176839381456375,13.07327938079834,0.011851225,934.7975331542237,0.1259669,961.3687859933017,0.011851225,14.487204551696777
Sam,265.741,266.05763578274747,0.009270230308175,13.63693904876709,0.0029687313,659.9958546676083,0.05475355,1089.060653111518,0.0029687313,27.384578704833984
Just,266.081,266.2340255591053,0.012003680691123,14.78222370147705,0.0035383762,947.2539786154949,0.009873289,859.9543604369646,0.0035383762,8.590319633483887
keep,266.251,266.48,0.0206587053835392,15.16860008239746,0.0045991186,889.2264213810754,0.06276592,543.1340307782667,0.0045991186,10.443852424621582
going,266.481,267.13507987220464,0.0200500506907701,12.756824493408203,0.0048730676,1413.6206476603202,0.080806725,891.2834954294933,0.0048730676,24.926219940185547
Catch,277.70607028753994,278.0167731629393,0.0358992144465446,28.72871780395508,0.0010525312,111.67652850511847,0.09969841,1183.0990991429574,0.0010525312,16.831756591796875
it,278.0167731629393,278.2222044728435,0.0252222251147031,44.43246841430664,0.0010403456,148.19234871072354,0.11479493,1061.1502110631493,0.0010403456,35.338077545166016
grab,278.59105431309905,278.79105431309904,0.0193090084940195,43.21621322631836,0.00091334234,147.69248809936278,0.15011781,1147.1836902956647,0.00091334234,25.765090942382812
it,278.79105431309904,278.89105431309906,0.0207514706999063,46.93691253662109,0.00094192417,109.11023995420996,0.047874168,612.1130518916079,0.00094192417,12.349763870239258
Mister,278.89105431309906,279.1111821086262,0.0230797510594129,48.02118682861328,0.00077453273,163.7901122629994,0.040372845,597.3958160079087,0.00077453273,27.596248626708984
Frodo,279.1198402555907,279.43319488817906,0.0251134503632783,55.30984115600586,0.00081917545,113.71229474048157,0.13094711,700.5665054794888,0.00081917545,25.044452667236328
Mister,283.3290734824281,283.6290734824281,0.0498049706220626,57.99025344848633,0.006168171,859.2021813113788,0.009087986,702.1885954585163,0.006168171,23.503446578979492
Frodo,283.6290734824281,284.1123003194889,0.0729683488607406,47.551055908203125,0.0020899638,469.65186760251135,0.016010594,882.2018954260892,0.0020899638,26.58831024169922
I,287.9073482428115,287.9733226837062,0.0096786879003047,27.353147506713867,0.0071921437,4638.2125184034785,0.023674816,654.3680114526934,0.0071921437,19.36760139465332
think,288.08306709265173,288.21805111821084,0.0148776555433869,18.757875442504883,0.0023168498,933.7321435145559,0.0621138,459.09382670858463,0.0023168498,51.355777740478516
I,288.21805111821084,288.33514376996834,0.0154813518747687,21.66813468933105,0.0017973765,302.78689688828064,0.16021845,848.7815527754314,0.0017973765,27.88715934753418
found,288.41,288.63124600638974,0.0159776154905557,25.45220375061035,0.0012418078,212.40481424134242,0.13073961,645.3660697049687,0.0012418078,34.15263366699219
the,288.6450255591053,288.71,0.0143204750493168,35.433067321777344,0.0011374367,251.36452632842608,0.114205256,576.3741737033564,0.0011374367,46.41488265991211
bottom,288.77,289.16252396166146,0.0132955843582749,29.50683784484864,0.0013165284,168.96842401417746,0.11421746,675.4810256813015,0.0013165284,33.94289779663086
Bogs,295.0670926517572,295.31821086262016,0.002914871321991,21.949312210083008,0.001581631,218.16711697237326,0.036233936,471.12388895966825,0.001581631,5.039430141448975
and,295.4185303514377,295.555750798722,0.0029029573779553,21.98088264465332,0.0013911098,98.64289472775883,0.034398578,246.45785378250432,0.0013911098,8.534689903259277
rope,295.555750798722,295.86437699680533,0.0028960276395082,26.5352725982666,0.0013097131,70.68801401748702,0.03785348,278.6987989803145,0.0013097131,4.237477779388428
and,295.86437699680533,296.0143769968053,0.0035364183131605,25.995834350585938,0.0010325551,643.8847953673435,0.04673292,242.93171393090748,0.0010325551,11.948687553405762
goodness,296.08306709265173,296.4255591054309,0.0053890133276581,24.737184524536133,0.010020654,851.0992168047654,0.06106712,313.7871386092203,0.010020654,28.751880645751953
knows,296.4255591054309,296.6755591054309,0.0061291917227208,39.541786193847656,0.005758988,906.6035322087337,0.08600529,339.4732985876513,0.005758988,33.916412353515625
what,296.6755591054309,297.03210862619807,0.0044647417962551,42.658935546875,0.0017363231,391.36584698596295,0.031181538,598.0405003608071,0.0017363231,22.71437644958496
It,298.258785942492,298.458785942492,0.004828417673707,25.15526580810547,0.005852685,615.9863690582913,0.004704822,6255.763504578919,0.005852685,47.194461822509766
not,298.458785942492,298.608785942492,0.0057123252190649,31.93281936645508,0.005734264,1933.9069669771563,0.07491027,488.686108682123,0.005734264,22.24604034423828
natural,298.64,299.08,0.0050980788655579,34.59726333618164,0.0025775766,640.8170990958802,0.05679294,577.3607473958447,0.0025775766,30.149600982666016
none,299.84,300.02166134185273,0.0089953197166323,36.41391372680664,0.00090201356,86.22985398416816,0.22810449,542.26168709798,0.00090201356,11.422855377197266
of,300.03863578274746,300.1116613418527,0.0034815035760402,33.95736312866211,0.0018706302,37.56660001057821,0.12316682,417.7777004133564,0.0018706302,0.8392137289047241
it,300.12863578274744,300.3141533546324,0.0024616050068289,26.734169006347656,0.0015103598,45.570173842100274,0.043811474,541.7345347441208,0.0015103598,8.26906967163086
What,304.58,304.7461022364214,0.0037727244198322,24.680540084838867,0.0019428313,35.8018246176933,0.011647331,683.312174868643,0.0019428313,6.132462978363037
in,304.76627156549506,304.93,0.0041742292232811,15.603368759155272,0.0017130851,40.867566468583554,0.08226814,207.01660569544725,0.0017130851,0.5068232417106628
this,304.931,305.41,0.0027723575476557,15.247798919677734,0.0014391164,128.74624530355786,0.031349562,250.5260894356296,0.0014391164,12.687829971313477
Nothing,305.94,306.37,0.0023386741522699,29.89369010925293,0.0015514717,451.26191013473004,0.028330829,464.974443543166,0.0015514717,29.816646575927734
Just,307.97,308.1848562300317,0.0065498808398842,24.918758392333984,0.0009154054,119.43702493978307,0.06704681,449.5028938328295,0.0009154054,15.794764518737793
a,308.19224600638955,308.2476357827474,0.0072064534761011,22.246767044067383,0.0006286159,208.37975781776242,0.03914273,295.13136312861076,0.0006286159,27.862207412719727
bit,308.271,308.3616613418528,0.0080272508785128,23.27583694458008,0.00072327256,225.56226909433474,0.21531989,398.5506899127012,0.00072327256,23.01270866394043
of,308.3754408945685,308.44,0.0061424965970218,29.895307540893555,0.000964241,96.41310923764088,0.036563672,1915.163978558217,0.000964241,7.9321370124816895
seasoning,308.441,308.93862619808306,0.0056420951150357,30.926677703857425,0.0014712965,242.02338345070373,0.072613455,346.2742313309176,0.0014712965,24.342876434326172
I,309.82,309.87,0.0048866625875234,27.920560836791992,0.0017630924,753.0639688355743,0.012346713,303.0377061642451,0.0017630924,30.207386016845703
thought,309.871,309.99846645367387,0.0051960982382297,26.832632064819336,0.0017391824,587.1373469026723,0.059102263,430.53775951115404,0.0017391824,51.710811614990234
maybe,310.0154408945685,310.26319488817893,0.0051926863379776,23.383113861083984,0.0017845681,365.59769912482966,0.11950082,418.01138511036237,0.0017845681,35.5837516784668
if,310.261,310.32,0.0053198570385575,31.47763061523437,0.0012245603,454.48713539668256,0.016545385,324.85648235240734,0.0012245603,24.003625869750977
we,310.321,310.42,0.0057382024824619,32.587249755859375,0.001616256,402.6774054194597,0.066156,322.15287261941876,0.001616256,41.0185661315918
was,310.421,310.53,0.0067857280373573,32.06113815307617,0.0017063838,519.8722709469565,0.043584045,374.4677986600705,0.0017063838,19.31719970703125
having,310.531,310.72,0.0067415479570627,28.178897857666016,0.0018012718,543.6786203699833,0.1356716,622.7652673560768,0.0018012718,47.45539855957031
a,310.721,310.79,0.0056780576705932,20.39720344543457,0.0018306853,454.27583411110584,0.10102605,463.485704202828,0.0018306853,38.31601333618164
roast,310.791,311.04,0.0057071954943239,22.127662658691406,0.0034043957,557.5098782770215,0.105958104,495.11411787438186,0.0034043957,32.94875717163086
chicken,311.041,311.33,0.0048846225254237,34.402462005615234,0.012955008,822.8228197567661,0.06132891,423.3521600018332,0.012955008,28.810121536254883
one,311.331,311.45,0.0040214736945927,55.52879333496094,0.0050712763,483.64055871784376,0.07376605,411.12117141907044,0.0050712763,40.53406524658203
night,311.451,311.5912460063896,0.0031856156419962,58.68867492675781,0.0049527017,898.860974073103,0.0747929,549.0839061597449,0.0049527017,61.96163558959961
or,311.621,311.7,0.0018374307546764,46.70720291137695,0.008282464,657.6884843583579,0.0234127,744.5669725746011,0.008282464,27.153545379638672
something,311.701,312.03696485623027,0.0015487354248762,41.1572265625,0.0048377994,698.7252582989767,0.016843036,430.9017365347518,0.0048377994,54.54071807861328
Roast,312.95,313.35,0.0042671617120504,36.65647888183594,0.0032225642,83.18686639735066,0.056330103,409.29453580348866,0.0032225642,12.600577354431152
chicken,313.35419488817894,313.85319488817896,0.004412920679897,26.9475040435791,0.004742962,373.4195215033934,0.053488255,393.87174409884693,0.004742962,24.60690689086914
You,315.84,315.93,0.0033194397110491,48.88160705566406,0.001863693,103.78902392093862,0.08595708,274.9646510471045,0.001863693,19.631351470947266
never,315.931,316.15,0.0030238612089306,44.80352020263672,0.0026964587,67.47809925742494,0.07918869,250.87498685044358,0.0026964587,5.240358829498291
know,316.151,316.47,0.0022825547493994,31.42580795288086,0.0023055156,69.74599283402675,0.041410975,277.27473488941195,0.0023055156,7.425532341003418
Sam,317.37,318.12638977635766,0.0044631049968302,17.052907943725586,0.005409773,961.3255391820353,0.08659993,281.0679889405019,0.005409773,56.35223388671875
My,318.86,319.13,0.0029594278894364,37.167423248291016,0.004685813,708.0423807488797,0.07485528,193.79084370047778,0.004685813,43.10688018798828
dear,319.131,319.45846645367385,0.0035756991710513,23.19394874572754,0.009354503,935.2288578071093,0.07846902,224.64158263794454,0.009354503,51.193145751953125
Sam,319.4722460063895,319.9,0.0026104692369699,18.85256767272949,0.005412298,455.5242540876816,0.0224122,746.1389757566607,0.005412298,41.76776885986328
It,322.1444408945688,322.24,0.0091859977692365,28.03477096557617,0.004532421,1911.7375285215642,0.018796017,6799.815878608291,0.004532421,4.358829021453857
very,322.241,322.4376357827474,0.0101396106183528,31.99599838256836,0.0024467425,427.6989805472023,0.20192097,504.7481853587273,0.0024467425,16.630067825317383
special,322.44822044728426,322.94,0.0056285383179783,32.12946701049805,0.0015638822,150.99780398388336,0.05448599,555.4592677713225,0.0015638822,31.980318069458008
that,322.941,323.1799680511181,0.0017070047324523,20.45151138305664,0.0019966776,69.34358250173821,0.022273589,298.1084855893319,0.0019966776,5.018095970153809
It,323.96,324.12,0.0073930528014898,25.28442573547364,0.0037943628,353.4485900805611,0.020216323,897.1188615068937,0.0037943628,40.58422088623047
the,324.121,324.19,0.0100460154935717,34.00080108642578,0.0036933597,232.65494726434517,0.07269031,205.60255755510664,0.0036933597,43.251163482666016
best,324.191,324.37,0.0098523059859871,36.18353271484375,0.0033923653,375.84381642884875,0.18268906,533.926276476338,0.0033923653,51.01311111450195
salt,324.371,324.6504153354634,0.0074076601304113,43.396480560302734,0.007894072,635.3185913464126,0.10087262,458.9610073858935,0.007894072,48.22515106201172
in,324.66929712460035,324.7248562300317,0.0061610518023371,38.45225143432617,0.0061917603,674.6605360235062,0.08307637,243.3803178315079,0.0061917603,70.48336029052734
all,324.73863578274745,324.83763578274744,0.0060444017872214,40.512001037597656,0.0078026988,711.5409646758071,0.12523511,430.2684568864569,0.0078026988,67.68778991699219
the,324.8546102236421,324.95,0.0048870733007788,34.83325958251953,0.0035388735,535.7142166683767,0.06020185,355.3124975616074,0.0035388735,47.25786590576172
Shire,324.951,325.45,0.0040606465190649,29.49981117248535,0.004849226,622.7286535677993,0.04570044,432.3480468743914,0.004849226,50.90824508666992
It,327.45,327.5212460063896,0.002935096854344,11.827242851257324,0.006877055,842.9595511797818,0.039553873,179.27442584050758,0.006877055,64.15662384033203
is,327.551,327.6658466453675,0.0027850421611219,15.112492561340332,0.015090559,792.8780799164749,0.06560342,186.34267398407965,0.015090559,44.20905685424805
special,327.678881789137,328.14,0.0023539699614048,22.103973388671875,0.0019065221,395.0261299872373,0.017598249,363.78849410995616,0.0019065221,40.74291229248047
It,333.18,333.325271565495,0.0021648495458066,31.011791229248047,0.003255576,340.19921495196985,0.0039034453,6208.752311511324,0.003255576,38.68860626220703
a,333.3326613418527,333.3880511182106,0.0025450401008129,35.92241668701172,0.0033450555,320.72446311525783,0.0058678924,279.4087417368601,0.0033450555,25.394248962402344
little,333.4018306709264,333.5902875399364,0.0028633358888328,37.306034088134766,0.003242516,305.04301850723334,0.029397875,241.1849389363939,0.003242516,32.107418060302734
bit,333.6065175718846,333.6716613418528,0.0026741630863398,30.9554386138916,0.0021740585,260.28569959462396,0.020835847,221.66945549625433,0.0021740585,39.66140365600586
of,333.6918306709264,333.79,0.0023001518566161,29.85144805908203,0.0021269266,263.1506256835533,0.01869695,273.1074204973815,0.0021269266,45.193519592285156
home,333.79419488817894,334.06319488817894,0.0020956140942871,27.149383544921875,0.0023748232,325.02925527841455,0.03131,207.12450970269677,0.0023748232,38.49769592285156
We,338.37,338.4780511182106,0.0109560182318091,32.260589599609375,0.00048249683,178.75857617278083,0.041452147,323.5943196593066,0.00048249683,41.681819915771484
ca,338.511,338.74,0.0114975441247224,34.25468826293945,0.0005903092,145.39533179898706,0.12721223,685.6403207568403,0.0005903092,26.788881301879883
leave,338.741,338.9480511182107,0.0088662933558225,36.47158050537109,0.00058952096,161.32976502077304,0.14423873,398.68752803178575,0.00058952096,38.24915313720703
this,338.9650255591053,339.1408306709264,0.0059553799219429,42.31501388549805,0.000891685,86.19670934984013,0.040188845,352.63017334646077,0.000891685,9.565818786621094
here,339.15780511182106,339.29,0.0065959831699728,46.763282775878906,0.00055738946,246.28532333704862,0.07781549,451.20531656915267,0.00055738946,46.734275817871094
for,339.291,339.38805111821074,0.0060440301895141,51.944454193115234,0.0010456464,73.42986955516886,0.025983786,378.9441306806385,0.0010456464,4.977108955383301
someone,339.3986357827475,339.73,0.0059721344150602,47.72202301025391,0.0006379303,198.18985310008492,0.06303245,428.4172786218029,0.0006379303,34.15921401977539
to,339.731,339.82,0.0063589513301849,42.68663787841797,0.00040232178,333.53028455216514,0.03725395,430.8070110650739,0.00040232178,51.95677185058594
follow,339.821,340.14,0.006156878080219,43.56901931762695,0.0005310737,231.6210837104434,0.0708016,475.87071403933186,0.0005310737,44.78724670410156
us,340.141,340.28,0.0054395776242017,45.00726318359375,0.0007046656,273.71203474464346,0.016616644,552.6396498514412,0.0007046656,53.43650436401367
down,340.281,340.69,0.0051958775147795,34.4371452331543,0.00103144,312.7636496572288,0.041969903,505.4790240806197,0.00103144,43.39046859741211
Who,341.43,341.66,0.0083555728197097,34.96127700805664,0.0017765182,161.5809377746954,0.11247859,309.81372110621675,0.0017765182,33.252254486083984
gon,341.661,341.83,0.0106787364929914,44.643585205078125,0.0024311582,200.04482584335418,0.13287303,420.74756822705126,0.0024311582,38.931026458740234
na,341.661,341.83,0.0106787364929914,44.643585205078125,0.0024311582,200.04482584335418,0.13287303,420.74756822705126,0.0024311582,38.931026458740234
follow,341.851,342.10402555910537,0.0096772452816367,50.52800750732422,0.0030680606,206.8175046100217,0.116528094,480.20729059634823,0.0030680606,37.83992004394531
us,342.121,342.2180511182106,0.0092666475102305,48.43705368041992,0.0024715848,158.81564646413614,0.025737455,367.24802956899657,0.0024715848,29.11529541015625
down,342.23183067092634,342.43166134185293,0.0094006238505244,43.30420684814453,0.0025366356,183.04664637690476,0.09949195,524.8385111752424,0.0025366356,34.069366455078125
here,342.44456869009537,342.7,0.0065105399116873,37.449012756347656,0.0028942265,177.0266304621113,0.09083718,389.55405599619417,0.0028942265,33.21312713623047
Mister,342.7116613418528,342.88,0.0041127703152596,47.444122314453125,0.0026227285,170.0749311221718,0.0072520394,463.3133265730385,0.0026227285,34.561702728271484
Frodo,342.881,343.3,0.003546743420884,56.00303268432617,0.0029378776,184.37401283153332,0.040309913,446.96634033338427,0.0029378776,36.851654052734375
It,345.56332268370625,345.64805111821096,0.0071287765167653,53.71119689941406,0.005337772,476.3343757862291,0.0029681195,4309.859222331111,0.005337772,51.346046447753906
a,345.66183067092635,345.7112460063896,0.0080195730552077,48.0850944519043,0.00551113,504.32168906718135,0.007112676,247.69911874856226,0.00551113,63.587974548339844
shame,345.7250255591053,346.19,0.0080925123766064,49.95244598388672,0.005337987,459.74169418857787,0.10177915,456.01637516741044,0.005337987,68.7389144897461
really,346.191,346.59,0.0037327471654862,48.05169677734375,0.0045546186,417.644615759938,0.046138573,321.9369638733252,0.0045546186,52.197940826416016
Lady,347.1731948881789,347.4231948881789,0.0097920773550868,47.537715911865234,0.006209846,346.7519043355789,0.092105746,477.1763602427184,0.006209846,68.5958251953125
Galadriel,347.42607028753963,347.91,0.0094723999500274,44.45171356201172,0.0061880886,334.0962821070306,0.12665182,585.4175623725157,0.0061880886,73.0592269897461
gave,347.911,348.16,0.0051915640942752,44.26028060913086,0.0052564256,379.0060473373812,0.069303654,343.52440085127614,0.0052564256,73.82733154296875
me,348.161,348.26,0.0049391095526516,30.52886009216309,0.006439208,351.91325118276575,0.049334057,270.9455013463419,0.006439208,48.25677490234375
that,348.261,348.46,0.0047380086034536,30.894155502319336,0.0070367344,339.6205385066506,0.03334182,577.8566169147227,0.0070367344,63.67652130126953
real,350.14,350.3451437699684,0.0054941461421549,42.44909286499024,0.0052679926,194.2059010096001,0.07970567,269.44685691645253,0.0052679926,28.31831932067871
Elvish,350.3717028753994,350.72805111821066,0.0048157782293856,29.16379737854004,0.00456321,183.49193842091717,0.06780907,409.55986207920347,0.00456321,44.455535888671875
rope,350.73863578274745,351.10939297124565,0.002101605059579,16.926027297973633,0.004680742,153.55504038231794,0.02140964,293.6335018698542,0.004680742,25.133657455444336
Well,353.0612460063896,353.1712460063896,0.0094969505444169,51.24352645874024,0.010578314,343.4377031536381,0.09152267,513.5957284083073,0.010578314,41.244075775146484
there,353.18822044728427,353.3008306709264,0.0083289397880434,53.2411003112793,0.016570702,563.1876045344678,0.08846853,340.72831113909467,0.016570702,41.161705017089844
nothing,353.321,353.53,0.0101928440853953,54.03074645996094,0.0083049545,612.466622751444,0.12359911,528.9409293994897,0.0083049545,41.7597541809082
for,353.5501693290734,353.8151757188503,0.0065643284469842,54.46129608154297,0.007600974,388.3910803044805,0.102418326,482.223360167748,0.007600974,22.830320358276367
